<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2010.02.24	20:00:00	1097.71	1097.78	1093.38	1097.28	5107	0	0
2010.02.25	00:00:00	1100.65	1100.90	1094.57	1095.56	5130	0	0
2010.02.25	04:00:00	1095.54	1095.84	1088.10	1092.93	6723	0	0
2010.02.25	08:00:00	1092.80	1094.23	1088.58	1092.25	9218	0	0
2010.02.25	12:00:00	1092.22	1097.83	1088.28	1096.90	11375	0	0
2010.02.25	16:00:00	1096.88	1108.94	1092.35	1107.48	13561	0	0
2010.02.25	20:00:00	1107.50	1108.33	1102.73	1106.05	5026	0	0
2010.02.26	00:00:00	1104.38	1108.98	1104.38	1106.40	5445	0	0
2010.02.26	04:00:00	1106.42	1109.65	1106.25	1107.90	5492	0	0
2010.02.26	08:00:00	1107.95	1113.65	1107.38	1111.80	9682	0	0
2010.02.26	12:00:00	1111.82	1112.72	1106.45	1110.63	11450	0	0
2010.02.26	16:00:00	1110.68	1118.70	1106.67	1116.78	13268	0	0
2010.02.26	20:00:00	1116.79	1117.45	1114.38	1117.30	3673	0	0
2010.03.01	00:00:00	1117.83	1119.62	1114.88	1115.93	6096	0	0
2010.03.01	04:00:00	1116.00	1118.58	1115.07	1117.78	4134	0	0
2010.03.01	08:00:00	1117.68	1123.28	1116.20	1117.35	8084	0	0
2010.03.01	12:00:00	1117.37	1118.83	1112.05	1112.98	12012	0	0
2010.03.01	16:00:00	1112.84	1121.40	1112.50	1118.88	13612	0	0
2010.03.01	20:00:00	1118.86	1120.51	1116.15	1118.50	4034	0	0
2010.03.02	00:00:00	1116.85	1118.45	1116.45	1117.98	3291	0	0
2010.03.02	04:00:00	1117.96	1118.94	1114.74	1115.22	5100	0	0
2010.03.02	08:00:00	1115.20	1119.95	1114.95	1117.78	9048	0	0
2010.03.02	12:00:00	1117.80	1127.80	1117.72	1126.35	11392	0	0
2010.03.02	16:00:00	1126.33	1137.37	1123.18	1135.73	13568	0	0
2010.03.02	20:00:00	1135.74	1136.18	1131.50	1134.33	4575	0	0
2010.03.03	00:00:00	1135.61	1136.13	1132.13	1132.85	4949	0	0
2010.03.03	04:00:00	1132.83	1135.12	1132.41	1133.90	4823	0	0
2010.03.03	08:00:00	1133.87	1138.07	1132.39	1136.37	8951	0	0
2010.03.03	12:00:00	1136.38	1142.12	1135.25	1137.34	12571	0	0
2010.03.03	16:00:00	1137.48	1144.62	1135.05	1142.18	12985	0	0
2010.03.03	20:00:00	1142.16	1142.91	1138.55	1139.58	4258	0	0
2010.03.04	00:00:00	1139.03	1139.16	1136.19	1136.41	4047	0	0
2010.03.04	04:00:00	1136.44	1136.82	1132.62	1133.03	5985	0	0
2010.03.04	08:00:00	1133.03	1139.13	1132.97	1139.02	8056	0	0
2010.03.04	12:00:00	1139.00	1141.33	1132.48	1134.57	11310	0	0
2010.03.04	16:00:00	1134.60	1135.08	1125.72	1131.61	13770	0	0
2010.03.04	20:00:00	1131.63	1132.65	1130.81	1131.78	4165	0	0
2010.03.05	00:00:00	1131.39	1132.72	1130.45	1132.53	3202	0	0
2010.03.05	04:00:00	1132.55	1135.10	1131.85	1132.83	4295	0	0
2010.03.05	08:00:00	1132.80	1136.10	1132.05	1133.83	7301	0	0
2010.03.05	12:00:00	1133.80	1136.63	1127.35	1135.15	10983	0	0
2010.03.05	16:00:00	1135.17	1140.32	1132.35	1134.62	11716	0	0
2010.03.05	20:00:00	1134.63	1134.98	1131.35	1134.55	4963	0	0
2010.03.08	00:00:00	1134.85	1135.65	1132.40	1134.85	2610	0	0
2010.03.08	04:00:00	1134.88	1136.15	1133.28	1136.05	3919	0	0
2010.03.08	08:00:00	1136.02	1137.50	1133.70	1134.12	5460	0	0
2010.03.08	12:00:00	1134.13	1136.20	1126.47	1127.50	7362	0	0
2010.03.08	16:00:00	1127.48	1127.48	1118.55	1123.57	8737	0	0
2010.03.08	20:00:00	1123.58	1124.08	1120.13	1123.37	2730	0	0
2010.03.09	00:00:00	1122.92	1124.10	1119.83	1120.91	2602	0	0
