<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2010.02.15	12:00:00	122.589	122.600	122.272	122.349	7580	0	23
2010.02.15	16:00:00	122.349	122.477	122.243	122.334	6610	0	25
2010.02.15	20:00:00	122.336	122.475	122.306	122.434	6136	0	23
2010.02.16	00:00:00	122.438	122.674	122.298	122.511	9011	0	22
2010.02.16	04:00:00	122.506	122.765	122.418	122.627	9825	0	24
2010.02.16	08:00:00	122.628	122.967	122.517	122.773	13512	0	22
2010.02.16	12:00:00	122.774	123.131	122.498	123.033	14713	0	20
2010.02.16	16:00:00	123.032	124.464	122.930	124.065	15426	0	25
2010.02.16	20:00:00	124.062	124.238	123.909	124.097	8695	0	24
2010.02.17	00:00:00	124.102	124.375	124.093	124.323	9263	0	24
2010.02.17	04:00:00	124.325	124.475	124.167	124.229	8366	0	22
2010.02.17	08:00:00	124.227	124.692	123.884	124.281	15503	0	23
2010.02.17	12:00:00	124.278	124.826	124.195	124.675	16141	0	23
2010.02.17	16:00:00	124.674	124.706	123.407	123.845	15078	0	21
2010.02.17	20:00:00	123.854	124.322	123.803	123.996	10881	0	25
2010.02.18	00:00:00	123.997	124.095	123.324	123.359	11378	0	25
2010.02.18	04:00:00	123.361	123.637	123.310	123.633	9086	0	21
2010.02.18	08:00:00	123.633	123.651	123.016	123.376	15427	0	20
2010.02.18	12:00:00	123.378	123.888	122.747	123.671	13547	0	24
2010.02.18	16:00:00	123.701	124.309	123.590	124.189	15731	0	24
2010.02.18	20:00:00	124.188	124.463	123.846	124.140	12956	0	25
2010.02.19	00:00:00	124.164	124.188	123.573	123.766	14696	0	26
2010.02.19	04:00:00	123.767	123.839	123.531	123.772	9662	0	24
2010.02.19	08:00:00	123.773	124.063	123.724	123.924	14072	0	23
2010.02.19	12:00:00	123.926	124.204	123.857	123.874	13613	0	23
2010.02.19	16:00:00	123.875	124.772	123.801	124.647	13729	0	23
2010.02.19	20:00:00	124.649	124.782	124.495	124.562	6172	0	24
2010.02.22	00:00:00	124.752	125.227	124.664	125.029	9067	0	22
2010.02.22	04:00:00	125.035	125.098	124.730	124.744	6523	0	23
2010.02.22	08:00:00	124.741	124.876	124.101	124.188	12516	0	22
2010.02.22	12:00:00	124.187	124.555	124.094	124.273	12881	0	22
2010.02.22	16:00:00	124.272	124.272	123.633	123.931	11887	0	20
2010.02.22	20:00:00	123.932	124.117	123.846	124.036	5402	0	22
2010.02.23	00:00:00	124.032	124.227	123.796	123.918	8245	0	23
2010.02.23	04:00:00	123.917	124.222	123.719	123.991	7796	0	23
2010.02.23	08:00:00	123.994	124.528	123.660	123.719	14396	0	20
2010.02.23	12:00:00	123.716	123.834	122.879	123.095	15046	0	20
2010.02.23	16:00:00	123.085	123.085	121.563	121.712	16091	0	22
2010.02.23	20:00:00	121.713	121.994	121.659	121.890	7570	0	24
2010.02.24	00:00:00	121.889	122.278	121.718	122.112	8339	0	22
2010.02.24	04:00:00	122.116	122.283	122.001	122.122	6621	0	20
2010.02.24	08:00:00	122.126	122.313	121.608	122.172	13618	0	20
2010.02.24	12:00:00	122.177	122.532	121.847	122.430	13905	0	20
2010.02.24	16:00:00	122.421	122.606	121.647	122.159	15454	0	22
2010.02.24	20:00:00	122.160	122.168	121.897	122.084	6683	0	22
2010.02.25	00:00:00	122.086	122.285	120.601	120.725	10602	0	23
2010.02.25	04:00:00	120.724	120.904	120.229	120.467	11338	0	22
2010.02.25	08:00:00	120.471	120.784	120.256	120.537	14297	0	20
2010.02.25	12:00:00	120.538	120.689	119.745	120.198	13930	0	22
2010.02.25	16:00:00	120.199	120.773	119.642	120.773	14505	0	22
2010.02.25	20:00:00	120.779	120.892	120.560	120.699	8624	0	22
2010.02.26	00:00:00	120.706	121.395	120.675	121.255	10649	0	23
2010.02.26	04:00:00	121.253	121.452	121.195	121.222	9729	0	20
2010.02.26	08:00:00	121.224	121.643	121.016	121.457	14174	0	20
2010.02.26	12:00:00	121.453	121.522	120.737	120.924	13922	0	22
2010.02.26	16:00:00	120.919	121.557	120.500	121.231	15142	0	22
2010.02.26	20:00:00	121.232	121.257	120.910	121.256	5519	0	23
2010.03.01	00:00:00	121.139	121.562	121.068	121.291	10367	0	24
2010.03.01	04:00:00	121.288	121.486	121.153	121.299	7065	0	23
2010.03.01	08:00:00	121.301	121.892	121.232	121.292	12835	0	20
2010.03.01	12:00:00	121.296	121.492	120.445	120.445	14612	0	22
2010.03.01	16:00:00	120.450	120.907	120.066	120.875	13707	0	22
2010.03.01	20:00:00	120.874	121.012	120.672	120.980	6121	0	23
2010.03.02	00:00:00	120.984	121.039	120.690	120.882	7616	0	23
2010.03.02	04:00:00	120.880	120.989	120.636	120.731	7888	0	20
2010.03.02	08:00:00	120.730	120.885	119.764	120.513	14891	0	22
2010.03.02	12:00:00	120.521	121.325	120.412	120.681	15027	0	20
2010.03.02	16:00:00	120.690	121.079	120.302	120.674	13646	0	22
2010.03.02	20:00:00	120.675	120.957	120.550	120.775	7428	0	22
2010.03.03	00:00:00	120.782	121.016	120.597	120.919	10532	0	21
2010.03.03	04:00:00	120.920	121.218	120.876	121.117	8162	0	22
2010.03.03	08:00:00	121.118	121.188	120.631	121.051	14507	0	20
2010.03.03	12:00:00	121.050	121.335	120.743	121.211	14827	0	20
2010.03.03	16:00:00	121.219	121.723	121.005	121.339	14182	0	22
2010.03.03	20:00:00	121.338	121.386	121.054	121.211	7012	0	22
2010.03.04	00:00:00	121.221	121.382	121.145	121.175	8567	0	20
2010.03.04	04:00:00	121.176	121.190	120.291	120.396	9273	0	22
2010.03.04	08:00:00	120.395	120.995	120.394	120.884	13501	0	22
2010.03.04	12:00:00	120.885	121.806	120.756	121.545	13917	0	20
2010.03.04	16:00:00	121.540	121.540	120.543	120.960	14417	0	21
2010.03.04	20:00:00	120.959	121.148	120.852	121.002	6336	0	25
2010.03.05	00:00:00	120.997	121.355	120.990	121.249	7992	0	22
2010.03.05	04:00:00	121.248	121.383	121.161	121.327	6728	0	20
2010.03.05	08:00:00	121.329	121.471	121.197	121.330	11214	0	22
2010.03.05	12:00:00	121.333	122.564	121.292	122.523	13308	0	20
2010.03.05	16:00:00	122.524	123.321	122.445	123.100	12282	0	21
2010.03.05	20:00:00	123.101	123.147	122.919	122.985	5168	0	20
2010.03.08	00:00:00	123.590	123.786	123.390	123.624	8890	0	15
2010.03.08	04:00:00	123.626	123.756	123.553	123.659	6875	0	20
2010.03.08	08:00:00	123.661	123.891	123.052	123.278	10492	0	22
2010.03.08	12:00:00	123.275	123.713	123.266	123.500	9239	0	22
2010.03.08	16:00:00	123.501	123.623	122.819	123.133	9449	0	22
2010.03.08	20:00:00	123.134	123.170	122.986	123.035	4271	0	23
2010.03.09	00:00:00	123.033	123.042	122.322	122.394	7724	0	23
2010.03.09	04:00:00	122.392	122.730	122.265	122.348	7013	0	23
2010.03.09	08:00:00	122.317	122.772	121.675	121.799	11958	0	23
2010.03.09	12:00:00	121.800	122.055	121.452	121.986	10521	0	22
2010.03.09	16:00:00	121.984	122.454	121.770	122.410	9948	0	22
2010.03.09	20:00:00	122.412	122.441	122.170	122.271	5414	0	23
2010.03.10	00:00:00	122.268	122.587	122.256	122.333	6178	0	23
2010.03.10	04:00:00	122.330	122.535	122.296	122.408	5110	0	22
2010.03.10	08:00:00	122.407	122.880	121.876	122.848	10846	0	22
2010.03.10	12:00:00	122.847	123.663	122.765	123.472	10302	0	22
2010.03.10	16:00:00	123.473	123.993	123.209	123.513	10656	0	22
2010.03.10	20:00:00	123.512	123.711	123.449	123.597	5230	0	23
2010.03.11	00:00:00	123.595	123.613	123.115	123.165	6666	0	24
2010.03.11	04:00:00	123.162	123.376	123.010	123.279	5613	0	22
2010.03.11	08:00:00	123.280	123.730	123.045	123.529	8915	0	23
2010.03.11	12:00:00	123.523	123.874	123.158	123.207	10419	0	22
2010.03.11	16:00:00	123.215	123.881	123.215	123.833	10470	0	24
2010.03.11	20:00:00	123.829	123.945	123.751	123.919	5325	0	24
2010.03.12	00:00:00	123.912	124.134	123.678	123.927	7169	0	25
2010.03.12	04:00:00	123.928	124.223	123.924	124.206	6277	0	24
2010.03.12	08:00:00	124.207	124.497	123.975	124.435	11564	0	24
2010.03.12	12:00:00	124.439	125.191	124.429	125.039	11571	0	24
2010.03.12	16:00:00	125.043	125.067	124.200	124.548	12118	0	24
2010.03.12	20:00:00	124.551	124.704	124.402	124.671	4144	0	24
2010.03.15	00:00:00	124.665	124.954	124.545	124.594	7425	0	30
2010.03.15	04:00:00	124.585	124.714	124.365	124.706	6147	0	30
2010.03.15	08:00:00	124.715	124.814	124.265	124.294	11068	0	23
2010.03.15	12:00:00	124.291	124.533	124.068	124.159	11805	0	24
2010.03.15	16:00:00	124.158	124.166	123.307	123.690	10707	0	24
2010.03.15	20:00:00	123.687	123.845	123.607	123.625	5853	0	25
2010.03.16	00:00:00	123.622	123.714	123.219	123.477	9037	0	25
2010.03.16	04:00:00	123.478	123.563	123.232	123.344	7755	0	23
2010.03.16	08:00:00	123.343	124.251	123.266	124.041	12403	0	23
2010.03.16	12:00:00	124.043	124.540	123.822	124.463	12736	0	21
2010.03.16	16:00:00	124.464	124.600	123.928	124.160	12925	0	24
2010.03.16	20:00:00	124.157	124.420	124.129	124.308	8028	0	25
2010.03.17	00:00:00	124.325	124.537	124.298	124.431	6679	0	25
2010.03.17	04:00:00	124.434	124.989	124.075	124.875	9418	0	25
2010.03.17	08:00:00	124.876	125.054	124.610	124.791	14056	0	25
2010.03.17	12:00:00	124.786	124.863	124.266	124.452	12772	0	24
2010.03.17	16:00:00	124.450	124.475	123.947	124.018	11727	0	25
2010.03.17	20:00:00	124.019	124.153	123.910	124.138	6101	0	25
2010.03.18	00:00:00	124.135	124.247	123.706	123.752	8590	0	25
2010.03.18	04:00:00	123.754	123.952	123.108	123.351	10291	0	25
2010.03.18	08:00:00	123.353	123.572	122.647	123.435	13677	0	23
2010.03.18	12:00:00	123.438	123.734	123.148	123.484	12760	0	24
2010.03.18	16:00:00	123.482	123.560	122.773	122.984	13019	0	24
2010.03.18	20:00:00	122.981	123.116	122.841	123.107	6362	0	24
2010.03.19	00:00:00	123.103	123.336	122.948	123.222	8455	0	24
2010.03.19	04:00:00	123.226	123.262	122.982	123.091	6369	0	24
2010.03.19	08:00:00	123.093	123.322	122.626	122.794	11180	0	24
2010.03.19	12:00:00	122.796	122.911	122.273	122.423	13232	0	24
2010.03.19	16:00:00	122.420	122.493	122.246	122.464	9915	0	23
2010.03.19	20:00:00	122.465	122.639	122.366	122.504	2934	0	25
2010.03.22	00:00:00	122.330	122.435	122.186	122.263	3702	0	22
2010.03.22	04:00:00	122.266	122.470	122.157	122.447	4937	0	20
2010.03.22	08:00:00	122.451	122.618	122.281	122.505	11189	0	22
2010.03.22	12:00:00	122.507	122.585	121.047	121.889	15483	0	22
2010.03.22	16:00:00	121.890	122.162	121.574	122.045	11792	0	22
2010.03.22	20:00:00	122.050	122.245	122.047	122.227	4949	0	25
2010.03.23	00:00:00	122.226	122.609	122.216	122.422	8351	0	24
2010.03.23	04:00:00	122.418	122.491	122.029	122.045	6547	0	21
2010.03.23	08:00:00	122.040	122.361	121.743	122.009	13066	0	24
2010.03.23	12:00:00	122.008	122.526	121.765	122.144	12430	0	22
2010.03.23	16:00:00	122.143	122.332	121.913	121.952	11313	0	24
2010.03.23	20:00:00	121.950	122.140	121.917	121.954	6488	0	27
2010.03.24	00:00:00	121.954	121.990	121.626	121.875	7831	0	25
2010.03.24	04:00:00	121.876	121.929	121.411	121.585	8260	0	24
2010.03.24	08:00:00	121.587	122.238	121.445	121.843	14497	0	24
2010.03.24	12:00:00	121.842	122.792	121.789	122.754	14765	0	24
2010.03.24	16:00:00	122.756	123.009	122.263	122.824	12539	0	24
2010.03.24	20:00:00	122.817	123.007	122.716	122.775	7874	0	26
2010.03.25	00:00:00	122.768	122.871	122.318	122.407	8155	0	25
2010.03.25	04:00:00	122.406	122.680	122.259	122.428	8571	0	25
2010.03.25	08:00:00	122.420	122.911	122.337	122.873	12525	0	23
2010.03.25	12:00:00	122.874	123.520	122.807	123.442	12883	0	24
2010.03.25	16:00:00	123.446	123.881	123.172	123.274	13588	0	24
2010.03.25	20:00:00	123.261	123.466	122.986	123.063	7578	0	25
2010.03.26	00:00:00	123.063	123.314	122.970	123.256	9150	0	25
2010.03.26	04:00:00	123.258	123.625	123.186	123.331	7791	0	24
2010.03.26	08:00:00	123.329	123.880	123.310	123.591	15429	0	24
2010.03.26	12:00:00	123.588	124.180	123.588	123.896	17000	0	23
2010.03.26	16:00:00	123.898	124.142	123.660	123.981	11856	0	24
2010.03.26	20:00:00	123.980	124.156	123.964	124.040	3303	0	26
2010.03.29	00:00:00	124.560	124.577	124.096	124.391	8100	0	25
